1726125105.0003268719 0.0129410838 0.0820636755 -0.0213770857 0.0000380449 0.0005630552 -0.0007101542 0.9999995886
1726125105.1002862453 0.0099987175 0.0812618036 -0.0220737414 0.0001018954 0.0005084343 -0.0005873899 0.9999996930
1726125105.2004265785 0.0094902664 0.0795334347 -0.0242083621 0.0000574846 0.0005209113 -0.0007187448 0.9999996044
1726125105.3004016876 0.0140432929 0.0793089018 -0.0257820219 -0.0000298128 0.0004995893 -0.0007727422 0.9999995762
1726125105.4003629684 0.0170809862 0.0761065512 -0.0264651481 -0.0000261838 0.0004008300 -0.0007487755 0.9999996390
1726125105.5002701283 0.0189300919 0.0708166234 -0.0252371990 -0.0000529369 0.0003523245 -0.0006974557 0.9999996933
1726125105.6003298759 0.0160709567 0.0703648841 -0.0223308554 0.0001955096 0.0004874346 -0.0006517751 0.9999996497
1726125105.7004227638 0.0127286827 0.0706155621 -0.0208052774 0.0001043301 0.0005262675 -0.0005961493 0.9999996784
1726125105.8003535271 0.0117262136 0.0710295662 -0.0225814990 -0.0001364212 0.0003915269 -0.0005719262 0.9999997505
1726125105.9002344608 0.0142941162 0.0726721776 -0.0272097713 0.0002182240 0.0003379842 -0.0005832557 0.9999997490
1726125106.0001511574 0.0164843838 0.0720428386 -0.0303393796 -0.0000655102 0.0002769844 -0.0005597950 0.9999998028
1726125106.1003081799 0.0157369353 0.0746309852 -0.0301234963 0.0001411633 0.0003679562 -0.0006625769 0.9999997028
1726125106.2003049850 0.0137654742 0.0780884833 -0.0254979918 -0.0000480530 0.0004407835 -0.0006244743 0.9999997067
1726125106.3003799915 0.0148215591 0.0793404428 -0.0218768942 0.0002476612 0.0004464871 -0.0006179990 0.9999996787
1726125106.4003195763 0.0177034500 0.0784618561 -0.0204289882 0.0002697148 0.0005633020 -0.0006214035 0.9999996119
1726125106.5002651215 0.0168900083 0.0718631964 -0.0239705780 0.0001846573 0.0004260275 -0.0006135879 0.9999997040
1726125106.6003985405 0.0154340307 0.0733582613 -0.0260234769 0.0000535675 0.0004668179 -0.0006670866 0.9999996671
1726125106.7005317211 0.0135753201 0.0754241727 -0.0266121653 0.0002042361 0.0004312419 -0.0005521326 0.9999997337
1726125106.8004469872 0.0144147716 0.0758572519 -0.0249783757 0.0003318817 0.0004155756 -0.0005886042 0.9999996853
1726125106.9003756046 0.0145582203 0.0764944913 -0.0223867858 0.0002185845 0.0003845979 -0.0005812052 0.9999997333
1726125107.0005233288 0.0181012659 0.0753931843 -0.0212253057 0.0000443494 0.0004614151 -0.0006374094 0.9999996894
1726125107.1004683971 0.0203794888 0.0731332173 -0.0234947311 0.0002965172 0.0004173394 -0.0005920174 0.9999996937
1726125107.2006793022 0.0161121662 0.0734492877 -0.0244917639 0.0004417948 0.0004468418 -0.0006253533 0.9999996070
1726125107.3007497787 0.0135749556 0.0733814928 -0.0243995431 0.0001888354 0.0004323531 -0.0007095405 0.9999996370
1726125107.4004423618 0.0117133192 0.0723957439 -0.0246394459 -0.0000255169 0.0003903949 -0.0005447828 0.9999997751
1726125107.5005819798 0.0113619912 0.0757627356 -0.0261933273 0.0001909027 0.0003606789 -0.0007360570 0.9999996458
1726125107.6007826328 0.0146588282 0.0782636492 -0.0233632766 0.0002247620 0.0004707125 -0.0007212800 0.9999996038
1726125107.7003231049 0.0170569975 0.0803574951 -0.0197672588 0.0003755160 0.0005216021 -0.0005748424 0.9999996282
1726125107.8002877235 0.0197675296 0.0817594109 -0.0218580342 0.0001557718 0.0003745859 -0.0006625803 0.9999996982
1726125107.9002757072 0.0189063829 0.0755734520 -0.0237564149 0.0002793160 0.0004965143 -0.0004987567 0.9999997133
1726125108.0005028248 0.0140393815 0.0772682996 -0.0207403867 0.0003123958 0.0005655360 -0.0007785751 0.9999994882
1726125108.1004643440 0.0133010015 0.0772433135 -0.0199048227 0.0003404248 0.0005462791 -0.0005916593 0.9999996178
1726125108.2004017830 0.0136875117 0.0781558980 -0.0219102393 0.0003374885 0.0004931674 -0.0006637576 0.9999996012
1726125108.3004105091 0.0161025362 0.0746368529 -0.0260216315 0.0000075755 0.0003099180 -0.0005571766 0.9999997967
