1726125011.271 -297.0597499147187 31.799249748738063 12.129999998956919 164.26 0.030000000000001137 -0.18999999999999773
1726125011.281 -297.04799239467314 31.763977182833028 12.129999998956919 164.26 0.01999999999999602 -0.18999999999999773
1726125011.291 -297.0379923631823 31.733977092819412 12.13200763562847 164.2596643149794 0.01999999999999602 -0.18999999999999773
1726125011.301 -297.0279891851039 31.703967553378455 12.140000000596046 164.25 0.01999999999999602 -0.18999999999999773
1726125011.312 -297.0179913075333 31.673973925139478 12.140000000596046 164.25 0.0201933670579465 -0.18999999999999773
1726125011.321 -297.00999999791384 31.643973994584236 12.140000000596046 164.25 0.029756111675216464 -0.18999999999999773
1726125011.331 -297.00799204780907 31.613976149232673 12.140000000596046 164.24982793300683 0.01999999999999602 -0.18999999999999773
1726125011.341 -296.9979965728006 31.583989718999135 12.140000000596046 164.24 0.01999999999999602 -0.18999999999999773
1726125011.351 -296.9879966923705 31.55399007994141 12.140000000596046 164.24 0.01975589200925153 -0.1902441079907422
1726125011.361 -296.9779909127042 31.52397273871191 12.140000000596046 164.24 0.010000000000005116 -0.20021818849471096
1726125011.371 -296.96799283821304 31.493978516719864 12.140000000596046 164.24 0.00962975113687983 -0.21037024886313271
1726125011.381 -296.96000000089407 31.46397804328465 12.140000000596046 164.24 0.0 -0.21999999999999886
1726125011.391 -296.9579943525573 31.433983057077985 12.140000000596046 164.2398579253891 0.0 -0.22014207461093238
1726125011.401 -296.9479923598012 31.4039770802921 12.140000000596046 164.23000000000002 -0.00015793746561983086 -0.23015793746560984
1726125011.411 -296.93832680059325 31.37498039795991 12.140000000596046 164.23000000000002 -0.010000000000005116 -0.24010505866384388
1726125011.421 -296.9299967058452 31.34999011992108 12.140000000596046 164.23000000000002 -0.010000000000005116 -0.2486200377893357
1726125011.431 -296.91987613278764 31.31962840438002 12.140000000596046 164.2215120107481 -0.010000000000005116 -0.25
1726125011.441 -296.9096681680064 31.28900450292531 12.140000000596046 164.22000000000003 -0.018460801897293624 -0.25
1726125011.451 -296.8999999985099 31.259247164890276 12.140000000596046 164.22000000000003 -0.01999999999999602 -0.2585166082876452
1726125011.461 -296.8995709512791 31.22871285843496 12.140000000596046 164.22000000000003 -0.01999999999999602 -0.2599999999999909
